-8.473008677990272676e-08 -1.421914216779307315e-07 1.131440713112006058e-01 -8.472772548808335775e-08 -1.421812287702069011e-07 1.131454771851689856e-01 -8.472162215712785541e-08 -1.421806067232554085e-07 1.131454772116660679e-01 -8.471223455633654656e-08 -1.421910570647725574e-07 1.131440713757742439e-01 -8.471831612506487735e-08 -1.422000670918988340e-07 1.131454770873916160e-01 -8.472553258365422985e-08 -1.421998363895913252e-07 1.131454770537850679e-01 -8.473731689525210550e-08 -1.421930886598885446e-07 1.131635842231988182e-01 -8.472977665192531330e-08 -1.421768500207127895e-07 1.131668428750425837e-01 -8.471676677288353915e-08 -1.421696857262067983e-07 1.131668429316410041e-01 -8.469973336953196198e-08 -1.421907862333745148e-07 1.131635843495567978e-01 -8.471247572860496989e-08 -1.422050162798039937e-07 1.131668427139777972e-01 -8.472704132309853870e-08 -1.422031589530168697e-07 1.131668426469023409e-01
7.386941285213161102e-09 1.131470822128302495e-01 1.035802555952096189e-07 -4.174081456713573853e-07 1.131463937622113614e-01 1.036169542621281885e-07 4.322534409350881705e-07 1.131463937625423466e-01 1.036686156247550838e-07 7.461838501464720856e-09 1.131470822151708078e-01 1.036562442324637424e-07 -4.173659147149124692e-07 1.131463937068925840e-01 1.036218797261886336e-07 4.322139242585624424e-07 1.131463937065285141e-01 1.035925818929869947e-07 7.368359824238673227e-09 1.131478054098613989e-01 1.035743851956040399e-07 -9.789267363830054919e-07 1.131458737527659547e-01 1.036369075650038880e-07 9.937712620110402898e-07 1.131458737525629227e-01 1.037007886415870996e-07 7.477603534108758009e-09 1.131478054120319127e-01 1.036624021181992601e-07 -9.788616104917019199e-07 1.131458736568620033e-01 1.036063677161945631e-07 9.937091917192820609e-07 1.131458736564777273e-01 1.035800942575196569e-07
-1.131466829330466800e-01 -3.525436075229252271e-07 -7.970051801419041443e-08 -1.131465979540763056e-01 -2.872049542635474212e-07 -7.954760189337167188e-08 -1.131465979625703583e-01 -4.178908567620253825e-07 -7.956084060439525959e-08 -1.131466829415413849e-01 -3.525501274394394236e-07 -7.971707189529896697e-08 -1.131465979528378935e-01 -2.871977743314784586e-07 -7.985523515772599338e-08 -1.131465979531850047e-01 -4.178828418308638984e-07 -7.986562140921191048e-08 -1.131469726626617989e-01 -3.525451452390220382e-07 -7.968251731462925778e-08 -1.131462354791008817e-01 -8.164301731361144935e-07 -7.939788834272353101e-08 -1.131462354886251936e-01 1.113433322984207384e-07 -7.943645531666184476e-08 -1.131469726722775654e-01 -3.525517414044295187e-07 -7.973067079310571628e-08 -1.131462354816966109e-01 -8.164174021791800262e-07 -7.999125541967211199e-08 -1.131462354822238142e-01 1.113468554409443630e-07 -7.999251705194158424e-08
1.045838064133761403e-01 3.824647799776312881e-11 -8.843655354758504910e-11 5.228300020788716196e-02 -9.059205314043386470e-02 -6.416357439569220808e-11 -5.228300019814961785e-02 -9.059205314117718677e-02 4.654974683547064791e-11 -1.045838063968528159e-01 3.528888194744837166e-11 1.186535892617638859e-10 -5.228300019495241147e-02 9.059205321193733451e-02 7.103278469358456252e-11 5.228300021404022613e-02 9.059205321149794987e-02 -2.999498743075130656e-11 1.870850972681707691e-01 3.837666088331458029e-11 -1.289408100515853985e-10 9.351970624458365300e-02 -1.620167572390343869e-01 -1.130315732136681384e-10 -9.351970623423093432e-02 -1.620167572368760300e-01 5.331193669882605425e-11 -1.870850972574721882e-01 3.629295323462644303e-11 1.826608244505128860e-10 -9.351970623557408213e-02 1.620167573177525300e-01 1.260244587035103348e-10 9.351970625119158942e-02 1.620167573123845184e-01 -2.278892291928623444e-11
-1.461727937550478016e-10 2.192052108790706596e-11 2.113787998975787220e-09 -1.402027872607936369e-10 3.427627724937365450e-11 -1.280877130882793202e-01 -1.373214439737788953e-10 3.662261322048710032e-11 -1.280877151514071832e-01 -1.256141293530973137e-10 1.877098104320715348e-11 -2.017424636549938686e-09 -1.313886267537945378e-10 5.827931313477167015e-12 1.280877132007489372e-01 -1.391796905374283105e-10 1.016750435522968880e-11 1.280877152596311686e-01 -1.506020820380205058e-10 1.921708703099163466e-11 3.799242865900464727e-09 -1.417244662145571663e-10 3.168541633519083809e-11 -2.291938327173092260e-01 -1.361028955024254695e-10 4.280410506003086368e-11 -2.291938363983243299e-01 -1.113016983872697721e-10 2.161359789613173138e-11 -3.567715377343292179e-09 -1.269069720913637930e-10 4.518365390696798234e-12 2.291938329754348302e-01 -1.379685262182347816e-10 6.056426577821426550e-12 2.291938366523481041e-01
7.768879559614777607e-11 2.481919801891225076e-11 1.479167881019023689e-01 4.867196196344326990e-11 -3.175063743504631759e-11 7.395695931646918686e-02 -2.179914404709139412e-11 -3.364769521903300802e-11 -7.395695567105510515e-02 -6.789128284860992935e-11 3.698149076866985477e-11 -1.479167880857753525e-01 -3.421197193716501324e-11 9.912456055288580068e-11 -7.395695925532326520e-02 3.735542226622910880e-11 9.454715737050698482e-11 7.395695574749724943e-02 1.218830211516728735e-10 2.427039827299507118e-11 2.645681804780044000e-01 6.978766096386202929e-11 -7.396173975970239571e-11 1.322785233666846361e-01 -5.825481979804090294e-11 -9.416984804696419943e-11 -1.322785168303046710e-01 -1.373177888239868035e-10 3.668985988942040972e-11 -2.645681804219246480e-01 -6.192384740970484064e-11 1.438398024464735466e-10 -1.322785232341991968e-01 6.312049078129536207e-11 1.403163803909988057e-10 1.322785169911995518e-01
7.142701691230436750e-12 -1.245578947881716860e-11 -3.024591937270294956e-08 1.431051992940689261e-11 2.526057991743234889e-12 1.205233020629755125e-01 1.989355170117582145e-11 -1.901515992107197159e-12 -1.205232718415100296e-01 9.550871345298754175e-13 2.155519733184720416e-11 -3.023969876516523542e-08 -4.340705046878246581e-12 1.282347366626092587e-11 1.205233020498268359e-01 -7.653580656603117631e-12 8.540554200199843681e-12 -1.205232718153225330e-01 1.534405061148133897e-11 -1.826105011799178142e-11 -6.861746959481875479e-08 -8.631667775165848947e-12 2.983765966529835173e-11 2.737502922083625556e-01 8.863497716113249204e-14 -2.043728095125836312e-11 -2.737502234176584781e-01 1.559327489241682967e-11 2.679837871667886114e-11 -6.862084901883652813e-08 1.313666726295869996e-11 -1.987108336395794430e-11 2.737502921297323977e-01 -4.364565331342652894e-13 6.328296665229213867e-12 -2.737502234573580551e-01
6.565150048003186586e-12 3.510514330684727094e-12 -1.392165123437461571e-01 1.810921275310722896e-12 -6.212391870628817993e-12 6.957207293391207137e-02 -2.371125038411154165e-12 -8.321442670080571167e-12 6.957212531035947278e-02 -9.625094223511673221e-13 -1.036527254716601962e-11 -1.392165122759883578e-01 -1.018367282442888831e-12 3.439905477606155854e-13 6.957207293725697905e-02 4.446676613472248478e-12 4.401722074027917716e-12 6.957212529390122135e-02 2.251779966588721357e-12 4.553535846548727461e-12 -3.156955361722091902e-01 2.293527762229118285e-12 -9.431669030677971067e-12 1.582636288668445579e-01 3.227984876484873746e-12 1.072231374044119851e-12 1.582637477601787912e-01 -1.178445993742726144e-11 -1.092460971846707018e-11 -3.156955361836955021e-01 -4.690924407670389360e-12 -4.382909965080504153e-12 1.582636287754300153e-01 4.519608376071320300e-12 3.284732862298335867e-12 1.582637478033796508e-01
-2.705222512488163279e-08 -1.462963141274235268e-01 -5.499196107846402650e-12 8.990605322897250729e-02 -9.571342110029475159e-03 -1.788936373132862573e-11 8.990613618512804939e-02 9.571262981439586370e-03 2.552674058076258066e-11 2.705067210797022090e-08 1.462963141282727086e-01 2.964112399596678033e-11 -8.990605324288250544e-02 9.571342107180719205e-03 2.231679465885902007e-11 -8.990613618922524419e-02 -9.571262977603883781e-03 4.515553256866361498e-11 4.296631274221700336e-08 -1.459396287665101211e-01 -1.734389072917368504e-10 2.087717748398484549e-02 1.096233909575592413e-01 -9.548739800031634013e-11 2.087729524875958989e-02 -1.096234092237492186e-01 -1.035337337700091003e-10 -4.295156651117731660e-08 1.459396287653332569e-01 -2.247069412702853271e-10 -2.087717747943939467e-02 -1.096233909961511765e-01 -3.232974153837906835e-10 -2.087729525502740255e-02 1.096234092285194028e-01 -2.124961405306144274e-10
6.150763408024854245e-02 -6.434834035894101512e-08 -1.047394569906612617e-12 9.429989345421864455e-02 8.994658407579461668e-02 2.756472601433675974e-11 -9.429981437247460241e-02 8.994659250041049658e-02 -8.158099801632260830e-12 -6.150763408213504729e-02 6.435539021016037017e-08 -8.720625638013405800e-12 -9.429989344874245560e-02 -8.994658406789522720e-02 -1.314198392366978528e-11 9.429981436812670537e-02 -8.994659249182962446e-02 -3.016906924954396981e-12 -9.766464881912549634e-02 -6.418916140861313567e-08 -7.157733027709089698e-11 1.338704568920545956e-01 2.075154473024494114e-02 -4.257079797934544548e-11 -1.338704385418474085e-01 2.075144829352280201e-02 -3.042870257650791477e-11 9.766464881413783328e-02 6.419892340668345730e-08 8.609338689566977127e-11 -1.338704568743240841e-01 -2.075154474622172701e-02 2.225731080887937297e-13 1.338704385294951782e-01 -2.075144830431791335e-02 1.215335608428561208e-11
